src_port,dst_port,protocol,app_service,flow_duration,src_bytes,dst_bytes,connection_state,missed_data,tcp_flags,src_packets,src_ip_bytes,dst_packets,dst_ip_bytes,label
37742,80,2,6,0.5749407638090442,287,8553,3,450,3,30,1483,6,179,0
62804,21,2,1,0.20694581395108713,454,8673,1,161,3,20,518,30,980,0
3274,22,1,4,0.715896808906639,8881,2842,4,486,2,47,903,20,973,1
64733,25,0,4,2.0579728020042802,958,3871,4,6,0,,960,,274,0
1309,22,2,2,0.24352860425537437,5665,7475,2,42,2,12,1005,41,1121,0
5662,53,2,5,0.12883112642610817,9503,2770,5,456,2,11,1325,30,178,0
31725,443,1,0,0.03859417702182788,8545,,0,196,5,31,509,37,1108,0
43461,22,0,4,0.7721170234415669,2425,2636,5,160,5,40,897,14,835,1
11831,21,0,3,0.13172818901184735,7864,5884,1,370,2,48,130,,1063,0
17115,22,1,5,0.1057186271228252,2996,6616,3,237,3,25,469,27,881,0
54565,25,1,6,0.909327987633537,8819,9945,5,276,5,23,298,20,236,0
38177,443,1,1,0.13323222150371894,8601,2820,3,180,4,24,371,31,1297,0
11684,21,1,0,1.2615275962620311,8155,8853,3,455,1,29,202,45,838,0
29068,25,1,4,2.3413219232438975,7300,4337,2,163,2,29,164,18,388,0
43410,80,2,0,1.1666785472217724,854,7839,2,250,1,16,338,18,1028,0
8544,21,1,0,2.5633737202669167,,1182,4,361,1,10,654,22,688,0
53669,25,1,6,0.8904925807290144,6993,1512,2,389,1,48,425,13,1203,0
53543,22,2,4,1.7082192462182846,1761,,4,434,4,45,754,8,656,0
15713,22,0,5,3.608571299849321,7367,5172,4,380,0,34,67,35,1408,0
58547,22,0,1,0.2486707153412815,,4527,5,110,3,16,1120,27,1317,0
33318,21,0,4,0.7822022413142566,8395,3858,3,41,5,15,557,30,1327,0
9934,25,2,1,3.803700515259196,3463,3066,2,480,4,43,962,32,367,0
64002,21,2,4,0.41157823466033516,6159,148,1,239,1,45,358,27,1341,0
34811,22,1,4,3.035902928396367,2125,9792,3,125,1,39,935,19,250,0
12829,25,2,4,0.3638442034538798,4278,,4,451,5,38,668,46,758,0
63398,110,1,4,3.923421101603537,4655,3901,5,411,3,,1169,29,781,0
43146,21,0,1,3.4960768696128683,1668,878,2,387,5,40,888,25,576,0
21383,21,2,4,0.4647973843627451,6793,9315,0,281,4,19,1254,,558,0
33362,21,1,6,3.741474170972818,1942,2595,0,96,0,4,271,36,1217,0
36532,22,2,2,1.5093859507885339,9997,1973,5,242,0,,1044,41,727,0
12796,110,2,0,0.32586338294770667,8708,4493,1,236,4,3,799,16,449,1
6505,22,1,2,0.017515721660344763,5324,4289,0,208,3,7,1283,42,1386,0
10574,22,1,1,1.5081949250586009,,6639,5,59,5,36,1040,29,172,1
47956,443,1,1,0.08577819634628248,4516,9079,1,76,4,41,121,48,714,0
22605,53,0,2,0.5532132944268002,1760,7743,5,358,2,4,1159,8,1215,0
11482,21,0,5,2.2263394392575937,5905,3138,5,105,2,1,1229,32,1152,1
57408,25,0,6,0.5610914646202609,1957,,4,222,2,30,234,20,162,1
61023,80,2,1,1.1676975692358798,6382,3117,0,155,5,17,1300,13,898,0
21338,53,1,0,1.7176554500702133,3238,27,2,246,0,35,1225,14,1330,0
54507,80,2,4,1.1598924006194844,1027,4389,1,371,2,17,129,30,178,1
61752,53,1,4,0.48846589567765064,9190,483,1,325,5,12,1039,12,768,0
47915,110,2,5,0.7404693397512333,2319,5136,5,156,4,44,704,39,323,0
48063,443,1,1,3.4617671284136504,9065,2448,0,52,2,3,451,1,497,0
42691,443,1,5,1.6271094939904094,5182,3933,4,116,1,21,754,9,1280,1
23452,21,0,2,1.789046992353934,5953,3843,5,258,4,40,362,17,537,1
24291,21,2,2,0.017260716151417554,9637,2327,1,94,0,16,952,24,643,0
34500,80,0,5,3.3533627865360778,8488,697,0,452,5,11,851,27,203,0
19357,443,1,0,0.284791495664688,8892,,0,192,1,10,519,39,727,0
47042,80,1,6,0.001454374684314308,7624,5432,2,442,3,24,1045,28,601,0
28857,443,2,1,,9149,4159,2,161,5,43,1154,33,70,0
59496,21,1,4,3.4971378925343286,1821,870,4,209,4,30,896,6,205,0
17015,21,0,0,2.7658230938154227,7635,7442,2,384,5,21,295,47,838,0
8527,80,0,0,0.8574678672904711,8293,6067,0,466,1,13,396,,822,0
26317,53,0,3,0.6729768817000973,8143,902,0,438,2,9,264,18,1410,0
52454,443,2,0,0.36573124421994496,710,1607,4,198,3,17,1227,11,1210,0
39999,25,0,5,0.9773494571129977,4953,645,0,316,3,27,1487,46,833,0
53054,21,1,6,0.9610771055785992,1376,4860,1,143,4,28,1480,3,506,0
42367,53,2,5,0.808583811239832,234,1663,0,8,1,43,461,22,1266,0
44486,443,0,2,2.123188210863932,42,2185,4,108,5,34,279,25,664,0
42516,53,2,4,4.076804415169542,1073,1053,2,302,2,33,1136,45,821,0
56043,53,2,6,1.0361757279470063,450,4407,1,342,0,24,563,16,1359,0
8424,21,1,5,3.722272756161364,1776,4090,5,323,2,18,463,,1319,0
10014,22,0,3,0.166983950648107,,,4,69,4,38,1021,10,89,0
42917,53,2,0,0.9136480809612534,8015,5499,0,269,3,23,322,19,596,0
45104,443,1,4,2.8481318719460598,,5638,2,414,0,13,526,28,1191,0
53426,443,1,4,0.6969343992584542,4567,4526,3,48,2,40,421,28,567,0
11422,21,2,4,2.444979162569,3945,8534,1,248,2,45,885,16,199,1
47020,53,0,5,2.3557102340770415,796,7595,4,348,3,26,238,36,369,0
61633,80,2,2,2.7535728291708566,7413,3446,1,458,4,44,496,33,808,0
65002,53,2,6,0.995768855030407,3819,5976,4,386,4,30,264,,471,1
47265,110,1,1,0.30841400598582625,,2057,1,276,1,40,974,5,991,0
24653,21,2,3,0.16976401070622082,590,,2,474,3,43,86,18,512,1
60943,443,2,6,3.259650762059156,6818,5900,0,115,0,45,741,2,904,0
19065,25,1,2,1.9462433882946109,7555,3982,2,238,5,33,1213,31,565,0
42950,22,1,0,0.6024563582331454,,6233,0,476,4,11,179,31,317,0
50579,80,1,6,1.949229452803074,8160,4348,1,301,2,14,313,32,1130,1
22907,443,0,2,0.24549164666331613,5220,8301,3,487,4,16,242,9,1135,1
5662,110,0,2,0.08197411416604306,774,5742,5,476,0,23,1497,20,561,0
37834,22,2,5,1.545874739062079,4393,7350,4,126,5,28,1086,36,544,0
53136,80,0,3,0.7862173280528635,5532,2436,5,435,2,24,473,46,368,1
17506,110,2,5,,1476,7691,1,492,3,13,313,7,360,0
62001,110,2,1,0.8451576013496868,1288,4443,1,325,5,3,232,17,865,0
17198,110,1,4,0.17830519522289334,8865,7814,4,278,2,12,980,46,330,0
36135,110,2,6,0.29655574980988586,,8720,2,82,4,,493,24,1227,1
35299,25,1,0,1.4404444614337264,,3289,0,496,1,4,557,2,590,0
48012,80,2,6,3.716513631746013,6564,9328,5,369,3,41,815,15,545,0
35851,53,0,5,0.8842234452958074,382,,1,415,4,31,1108,37,1123,0
53605,21,1,2,2.4830829857324206,7292,,1,131,4,14,1199,9,496,0
55958,443,0,1,1.3053945439272179,5045,8451,5,235,0,32,218,,521,0
6992,443,0,2,0.12277899568089023,,4311,2,144,2,44,657,9,606,0
50556,80,0,3,0.23262936879732354,434,8735,1,362,1,45,460,16,846,0
47905,80,2,3,1.2775989434540982,2210,1708,5,364,2,48,186,,380,0
58578,25,1,6,0.39517288025265285,4810,4642,3,94,0,46,1160,25,686,1
62355,443,1,6,2.215643208185081,9728,8800,2,61,3,19,1060,,450,0
28908,25,1,3,0.013554636088334737,6042,6370,4,3,3,41,915,12,1345,0
59389,25,2,6,5.555031349559297,7083,689,0,346,1,25,991,16,203,0
2229,443,1,4,0.48420080353813444,2796,7957,1,157,0,40,837,,1226,0
43438,22,2,2,0.7004614754544856,3748,5211,2,161,1,22,238,13,930,0
41167,22,1,4,0.8947136719179706,6949,6265,0,430,4,20,991,,144,0
37293,21,2,1,1.9765120421935274,6007,2806,2,77,1,46,538,9,1349,0
16329,53,0,5,0.3213322850616225,5420,2989,5,403,1,25,1352,,235,0
9873,80,0,2,0.010774576030220695,8755,1791,5,230,4,19,906,4,105,0
39675,21,1,4,0.9887117025735331,,4900,5,418,0,28,294,13,420,0
49901,110,0,6,1.6791856189998609,8713,2141,3,461,4,12,378,35,447,0
20788,80,2,6,0.13746231288710797,7161,5631,2,98,4,29,189,14,1188,0
50973,21,0,0,,3318,2785,0,390,1,16,1111,25,269,0
50734,443,1,5,1.9235338976975942,5139,,3,178,3,34,1074,24,1146,0
20712,21,2,4,0.4292296159861506,6919,6289,1,438,2,47,1169,31,1473,0
30582,80,2,6,5.764594876796084,8266,7432,3,239,3,26,1479,45,499,0
55538,110,2,3,2.194058741892157,7480,2765,1,378,0,24,302,34,605,0
47270,25,1,2,0.3801315553123328,3534,6822,5,317,5,30,430,,801,0
2941,53,0,1,7.329871691739324,7583,2562,2,256,0,30,682,19,582,0
27586,80,1,4,0.1812632591264547,6711,200,5,141,3,4,1366,30,1459,0
22062,80,2,5,0.498400110288191,6249,178,1,97,0,41,1121,23,109,0
19469,80,0,6,1.8141665350157183,6102,136,2,390,1,17,749,3,752,0
6920,21,1,0,0.975157409757823,6869,,1,477,0,15,254,26,1333,0
65032,110,0,1,3.2401973418035848,1873,2856,2,153,4,40,117,24,231,0
59314,80,1,4,4.286052935601184,4439,5439,5,135,4,4,275,28,959,0
5701,80,0,6,1.4628199448151278,,4167,4,153,3,2,194,9,1097,0
20382,80,2,2,0.017259716129813585,,,4,405,4,30,1472,41,1267,1
57054,25,2,3,1.3440863797935778,3847,6838,0,216,4,6,1282,8,496,0
4759,22,0,0,5.051606473985448,5914,3131,3,473,4,24,1001,16,904,0
58617,22,0,2,0.016606702022638142,,1919,0,450,3,12,493,11,81,0
33994,25,1,4,3.092285146431084,679,2860,5,319,1,15,1224,16,868,0
64795,443,1,5,2.3247305648179384,7909,4192,1,461,3,6,397,23,760,0
23412,80,2,1,2.991995979867034,1964,3866,0,51,3,31,1084,3,534,0
49562,21,2,0,1.4542177589806333,6807,287,3,183,1,9,1369,30,835,0
13374,22,0,5,1.4231490877988062,939,9319,0,70,4,33,251,11,1339,0
22985,110,0,6,,1337,1374,5,319,1,17,510,32,107,0
34271,53,2,5,1.1400129711607636,8247,8947,5,288,1,8,794,,1325,0
60751,25,0,3,3.790332226461763,7073,8200,5,331,3,9,1268,,1494,0
46572,25,1,0,0.72460799709593,8078,9090,1,478,2,21,335,36,940,1
1357,443,0,5,1.4108858228733927,2608,6266,4,269,0,18,1448,15,956,0
13888,22,1,2,0.09813546330243783,6569,2936,1,253,2,38,274,13,97,1
16141,80,1,0,0.1948485526118775,8454,6277,0,492,0,38,381,9,1459,0
32543,443,0,3,0.27808735083389857,6917,,2,81,1,49,1121,14,543,0
57344,53,2,3,0.2706211895411368,6020,398,2,189,4,47,759,,701,0
12773,21,0,4,0.532295842543503,7128,5923,5,477,2,47,1472,48,1136,0
63797,22,1,5,1.2260178291384474,3031,8713,4,139,1,38,1011,4,1414,0
12566,25,1,1,0.5003951533874491,6555,2150,3,202,3,42,797,2,104,0
18919,25,2,3,1.1273686980043642,,9987,1,367,2,1,1163,,1118,1
31860,80,1,0,0.3740694243510789,7063,4480,5,206,2,33,79,28,1003,0
48364,53,1,4,3.1667967561181554,5844,3535,5,248,5,35,243,34,397,0
24125,22,0,5,0.42038942500999,257,4630,0,412,2,13,84,38,1218,0
18714,22,0,3,3.392319628127402,7909,,5,118,3,32,880,10,118,0
41460,22,1,1,3.081124905334483,7486,,2,18,5,44,1104,6,568,0
39658,53,2,6,2.740416544953394,146,,4,174,3,40,1191,5,298,0
24650,53,1,4,1.9832101868946954,4279,4662,5,190,2,15,949,18,604,0
29691,110,0,6,0.7284310796866384,8193,1214,3,174,1,45,1348,24,1150,0
37166,25,2,1,3.5679324219206774,,5804,2,427,4,4,1296,8,98,0
54638,443,1,1,0.8639440071956312,,3112,3,90,1,37,952,49,1417,0
35810,25,1,3,2.0618688861720535,424,6959,5,68,3,28,124,31,380,0
64363,110,1,2,1.2009762881617467,8089,4170,5,218,0,10,148,25,583,0
33181,80,2,1,1.6955959735155615,,,5,381,0,19,1153,24,1323,0
41815,80,1,0,1.8691757233886404,1863,8248,2,133,2,7,1170,39,1175,0
12673,21,1,0,1.5105049749630048,8921,1177,0,180,5,48,906,44,1462,0
27591,22,1,5,0.6753829336784504,6553,8767,0,439,0,15,1206,15,810,0
15608,110,0,3,0.9027358452223551,1774,8245,5,418,2,24,1167,22,740,1
41723,21,0,0,0.4057691091648017,8908,2786,3,244,1,44,1439,16,464,0
24322,22,2,5,5.588417070796753,5823,5806,2,304,0,44,683,14,1376,0
5630,110,2,6,5.789837422115116,8990,,3,154,1,15,811,47,829,0
62946,53,1,6,1.0549211329072015,6223,2200,4,361,4,12,998,37,286,0
64435,21,1,3,3.9721551544136298,4253,9764,1,385,1,22,996,,281,0
47116,22,1,0,0.010830577240024564,7500,,1,439,3,46,321,,1490,0
11876,21,0,3,1.0272805357826458,2118,,2,428,5,48,738,3,1026,0
59354,80,0,4,1.4601898879975597,8298,1593,3,272,2,43,1291,32,1100,1
36704,443,2,2,0.8857554783925808,4689,8736,3,273,0,15,432,42,745,1
60222,21,2,3,0.3016258593403309,9720,9651,0,113,2,38,1208,44,162,0
62485,53,2,2,2.4991553329460916,9537,5041,1,241,4,35,117,40,1297,0
36823,25,0,5,1.0802736806026336,6817,3572,3,20,0,28,182,,1105,1
24464,80,0,0,2.8720533887266857,7215,3010,4,69,0,46,160,,730,0
33635,110,0,1,0.006359480650158789,3211,8076,3,233,3,26,443,10,88,0
3901,25,1,5,1.8349879848250663,6957,7130,3,190,4,35,591,42,1013,0
15493,21,2,4,3.4037018740200105,7655,,2,222,4,6,516,22,444,0
20584,53,2,6,0.6218017761555235,9035,4343,3,221,2,37,1028,33,97,0
39101,22,1,4,6.224657815614582,,7433,2,40,3,29,916,7,1302,1
57507,21,2,1,3.339951496809688,9597,2741,2,363,3,13,763,45,1473,1
37629,25,1,2,2.715525007217239,9609,7722,4,406,1,28,442,37,750,0
40176,22,1,2,0.584315966343151,6661,5259,0,254,3,8,1104,33,863,0
5379,110,1,5,1.2557924723651668,6989,9464,5,312,5,11,887,17,691,1
40103,25,0,2,5.131519200353768,5423,3761,2,255,5,21,819,27,836,0
30355,110,0,4,0.06949884466065837,,44,2,468,0,20,264,2,681,0
45224,25,0,0,0.653239455309093,1078,8210,1,161,5,11,881,,374,0
47125,110,1,5,0.3290494517768974,9055,8814,4,65,4,23,1220,23,987,0
23844,21,0,0,2.7412285624955484,388,,3,132,1,32,462,,759,0
61455,443,0,1,2.150454799908727,3388,4198,3,69,3,34,765,43,546,0
25347,25,2,6,5.467873466672619,6329,7376,0,227,0,43,581,42,941,0
27227,21,0,4,0.2544758407504002,9139,7279,2,100,0,42,1032,38,129,0
3383,443,2,3,0.1379073225007268,3667,2848,2,86,0,27,752,8,662,0
18726,80,2,5,0.34618182189042446,9695,4605,5,18,0,8,972,20,1162,0
39180,53,2,3,0.01674070491752566,3711,2198,1,294,2,18,733,36,188,0
49427,25,2,5,0.8846454544125427,2754,5737,1,114,4,11,1025,,942,0
63680,21,0,3,1.2682077405743333,1880,7524,4,40,5,44,134,47,1113,0
41753,443,0,3,3.0948412016499827,3839,3805,3,486,2,9,559,34,1470,0
12518,22,0,6,2.644204466467377,7149,8359,4,222,5,8,602,13,1167,0
35950,25,0,6,2.0770362138344325,,5252,3,237,1,10,210,,423,0
32140,110,0,3,1.5968158395514016,,8786,2,402,5,19,1320,2,827,1
38957,110,2,3,1.056840174364583,3361,9513,3,100,5,8,1242,9,1410,0
51574,443,1,3,0.33488057774771085,5160,3968,1,267,2,8,320,4,1319,0
47859,22,0,0,0.1851273426029123,2207,3268,3,150,1,12,539,29,534,0
11270,443,1,1,3.203814555820025,2917,4147,0,20,0,10,923,26,927,0
20602,80,1,0,0.20848084711267179,1645,1343,4,358,2,18,99,21,690,0
46791,22,2,5,0.3505479162119083,4954,8469,3,47,0,4,1384,27,224,1
26633,21,0,3,1.7601133672958742,8944,2340,4,287,5,23,358,26,1432,0
17006,22,2,3,0.013793641251603983,3671,4196,2,341,5,24,1176,43,135,0
43493,22,1,2,1.0637453235377037,,9639,4,221,3,24,703,30,1399,0
41414,22,0,6,0.6072744623194734,8911,,4,46,4,46,497,36,684,0
1971,53,0,6,2.8066889766480916,1489,5924,2,114,3,45,1275,47,187,0
29850,21,1,3,0.17942021931094976,2725,,0,13,2,13,511,26,643,0
33606,80,1,6,,4049,,2,125,0,22,93,21,342,1
46441,443,1,5,0.32810843144787394,4160,8926,5,148,2,14,820,,1478,1
26150,21,1,6,1.7441940233875601,,7204,4,364,0,40,753,35,528,0
12080,22,1,1,0.031235018040655538,7785,4612,0,428,5,21,1051,,773,0
4315,22,1,0,1.476095231603423,6439,9217,4,164,3,,1056,30,754,1
3688,22,2,0,3.135367077137415,2622,345,1,256,1,36,559,28,91,0
45724,21,1,2,1.3786721269554003,4149,4172,2,181,4,44,1262,10,240,0
59916,443,2,3,0.05675156927908387,,1117,0,444,4,37,1005,,1423,0
2963,80,1,5,1.1577563544741136,6228,5245,2,154,3,28,1400,,1175,0
7611,443,1,4,0.4953940453476551,,4844,0,1,5,29,628,31,205,0
48043,22,2,1,2.656658735519085,9422,6299,2,397,3,26,736,21,294,1
22677,443,2,5,0.8069467758746767,427,2917,0,424,4,,247,25,1114,0
29636,22,2,6,1.3503075141898102,8846,3513,4,249,2,1,448,39,1088,0
32480,80,0,2,2.5070385032475704,8233,6545,5,487,0,8,1271,47,1282,0
28010,443,0,0,1.5553389435189098,3570,7914,1,208,0,43,877,21,911,0
52283,443,0,4,0.13177318998401133,6907,2922,4,395,5,19,1065,42,526,0
2302,53,2,0,0.033844074404547175,4517,,3,227,2,17,1346,32,817,1
19127,21,2,1,4.762893236863917,9274,9307,2,256,2,32,143,19,637,0
17669,21,1,1,0.5173315192666631,9636,5377,4,75,5,48,769,31,72,0
36059,25,0,0,1.617970296554761,8447,4904,5,415,3,16,125,27,673,0
12335,25,0,4,3.6067392602714556,9975,7803,4,71,0,30,855,9,1341,0
54392,53,1,4,2.5020693958990927,6272,9533,2,326,5,44,226,4,1390,0
2665,443,2,5,0.7331221810293045,7847,9433,1,483,2,21,1251,23,1049,1
34154,53,2,4,2.32594059095834,9837,4536,2,333,2,17,1358,46,472,0
55724,22,0,3,0.34155372190878763,,1035,1,376,5,4,446,,187,0
40750,443,0,5,2.0119598079776857,5401,2635,1,389,2,19,1273,12,899,0
40247,443,1,0,3.4711353307965322,3724,,3,335,1,46,302,,215,0
36872,110,1,5,0.41449929776456207,6284,3405,0,82,2,10,300,43,365,1
59697,21,0,6,0.5981512652294836,8416,7646,5,12,2,24,462,6,1392,0
63711,53,2,0,0.07379193740507661,4272,7441,3,350,3,23,189,26,932,1
38475,25,1,5,2.1163840638727787,5951,9980,4,45,1,34,1018,49,249,0
41711,80,0,0,2.7432726066533846,9757,6268,0,308,2,8,512,8,1207,0
62252,22,0,4,0.3675942844675226,7070,5763,0,313,3,,1058,5,836,0
15100,80,0,4,0.7545756444921518,3889,1903,1,456,4,45,961,28,1435,0
15581,443,2,2,,4201,7926,4,191,5,19,611,10,338,0
30119,25,0,0,1.1917150880904548,9897,1183,0,163,3,2,469,13,945,0
64201,22,1,3,1.5310004177295666,9943,7310,1,195,5,20,1389,23,863,0
35581,22,1,6,3.095952225651625,1318,6516,3,178,3,41,868,31,1336,0
39771,22,2,4,0.29336168080786607,3911,5558,3,10,2,29,259,,636,0
11044,21,1,4,2.205833996274995,4293,1225,0,284,3,19,630,29,885,0
49943,25,0,4,3.3874765235009834,285,5754,4,455,5,26,1484,,875,0
17819,53,0,3,0.4836687920449989,,4793,1,79,4,43,1149,29,1485,0
50502,22,2,0,1.995826459446193,6460,8298,1,418,4,36,823,36,195,1
22201,80,2,1,0.7232499677581896,992,,1,82,0,10,1227,14,1248,0
30686,53,2,5,0.1265960781419766,5164,9302,2,119,0,14,867,43,920,0
56883,25,1,2,3.067013600485547,1916,7579,1,377,2,26,579,19,663,0
50977,25,1,0,1.4962036660093772,3847,,1,0,0,12,1338,24,1237,0
60846,22,2,5,0.229655304548104,5070,4411,5,132,1,28,98,12,1472,0
54254,80,2,2,3.516001300043753,8023,564,1,184,0,23,192,33,1432,0
17769,21,0,1,0.2175400428200287,3908,2735,3,396,4,37,897,5,1197,0
10122,22,1,1,0.34854087285340674,5112,24,1,491,0,25,817,25,550,1
38872,53,0,5,0.9350265428038278,2805,2642,1,226,5,27,125,,830,0
11441,80,2,6,1.5402636178440658,7599,9769,2,461,2,7,866,34,715,0
61767,25,1,4,2.7651040782824063,823,9961,5,454,1,7,1414,7,1211,0
31872,21,0,6,1.2435152071373023,6513,1610,0,115,1,8,1471,28,391,1
4733,110,2,1,1.6899008504828428,9561,8763,3,56,2,36,1349,,1003,0
36803,22,1,5,4.0807114995749565,2086,2466,1,75,1,13,1490,19,131,1
59364,80,2,2,2.5092535510996288,5167,5904,2,189,4,46,1125,3,195,0
37804,53,0,1,4.219268492845423,512,433,4,118,1,,1042,,593,0
38503,22,1,3,8.663475501810943,1190,,0,254,4,39,763,13,1223,1
59693,80,0,5,2.2693343680844085,4120,4403,0,44,0,9,1187,11,184,0
31818,443,1,6,0.6070534575450695,5569,8660,5,335,4,,613,41,180,0
64834,21,2,4,2.8733264162281174,,7186,5,263,2,40,1028,6,939,0
28987,53,2,0,1.5758313862206608,,9992,0,264,0,6,1045,,543,0
42124,80,1,3,,,322,5,204,4,28,941,7,1077,0
37581,22,0,1,0.3808645711477996,209,184,4,77,0,36,1359,18,1495,0
38353,22,0,0,3.6712906547862922,6553,5824,1,37,0,22,772,34,321,0
14209,22,2,1,0.5807798899526868,1085,7413,5,16,5,40,780,28,671,0
24316,21,1,2,1.214231574517969,5187,8664,0,254,0,33,1343,,83,0
3910,22,0,6,0.9568350139359666,,6107,0,383,4,49,935,20,576,0
38559,21,2,0,0.07644799478433928,1171,1035,0,419,5,17,1403,28,419,0
24239,21,1,1,2.379974758267715,3945,8872,1,454,1,23,621,12,95,0
7722,21,1,5,1.4509926893089005,4524,8565,1,57,1,32,1335,31,1221,0
46865,110,1,6,3.840869318223216,5420,,5,373,1,21,571,43,144,0
7371,53,2,6,0.4917589668184308,5902,1943,4,143,1,27,1342,2,1166,0
60710,22,2,4,1.0314106250056707,3455,1691,4,106,3,15,154,34,723,1
6885,53,1,2,0.05963563158397611,1084,6409,5,356,3,,547,11,99,0
37441,110,1,3,1.7166084274512043,8571,6461,1,315,5,21,1115,40,1296,1
44778,25,0,3,1.2229637631609367,4432,7443,2,224,2,44,854,,1350,0
30293,53,0,2,2.3570492630043134,5625,7894,0,32,0,43,202,,194,0
49983,25,1,6,1.6115121570384665,4277,3157,5,437,4,14,1283,,62,0
23226,110,2,5,0.16659894233070638,624,3352,0,358,2,15,329,11,1105,0
32730,443,1,5,0.7693529637291112,8536,4076,3,363,1,36,476,31,592,0
58151,25,2,1,,3996,1447,2,359,3,40,78,,220,0
62545,443,1,5,0.8410285121482651,7224,,0,340,1,13,397,24,1466,1
56978,110,0,2,0.10248855734307427,2290,8386,4,496,2,14,912,12,1266,0
36265,80,2,0,0.4369927836951928,9188,7800,4,442,3,24,1296,,1471,1
57360,443,0,6,1.5995128978164133,7879,3135,1,377,2,22,1455,36,1126,0
23346,22,2,3,0.996666874430474,1495,7359,0,156,0,44,584,19,309,0
34698,21,0,3,0.291836647862318,8097,,3,464,2,5,1227,28,106,0
50817,22,0,0,1.9131636736678674,1773,9450,0,493,2,8,1093,34,1411,0
27947,25,2,2,1.069950457588278,2364,7442,1,350,5,25,274,46,373,0
58153,25,2,4,3.0791608629049385,7848,5246,2,347,5,29,832,,708,1
14194,110,1,6,2.3249735700676224,6037,4770,0,316,0,23,332,30,592,0
52119,22,1,3,0.5153804771179653,5331,,5,355,4,22,1058,7,437,0
53717,22,0,6,0.7398183256872649,2616,6221,0,419,1,18,864,42,1397,0
23802,443,2,4,1.6071670631706592,4314,220,0,176,5,40,1481,,1340,0
48332,21,1,4,0.25674088968264064,938,7004,4,61,4,34,985,,1416,1
10140,80,2,6,1.5896006836811531,6265,6159,5,316,5,19,394,49,1450,0
64442,110,0,3,0.36643425940730245,2124,591,4,52,1,16,657,29,214,0
4772,443,2,2,0.9958438566506799,3439,2859,4,478,0,11,164,9,332,0
13274,53,1,5,0.02369985525724294,809,8191,4,264,1,38,1208,7,505,0
18694,22,0,2,0.3972399249073728,7036,6463,4,345,0,34,170,,1225,0
17925,110,1,4,0.3634921958493993,6218,1338,0,442,3,9,1239,2,60,0
55437,25,2,6,,9844,,1,171,0,28,1437,17,747,0
20677,110,1,2,3.027331743231585,2241,5630,2,37,4,30,245,,1037,0
16125,443,0,2,0.34178272685602074,4735,9059,1,413,1,34,1092,15,264,0
20905,25,2,5,3.0208896040609483,1487,6210,1,246,5,35,699,29,1254,0
8202,80,2,4,1.6821656833787024,1743,8657,1,352,3,43,273,46,244,0
13383,21,0,5,0.4927479881844288,9460,1755,5,375,5,40,831,46,1285,0
18973,53,1,1,0.10858468903885155,2490,9839,3,309,2,15,1442,25,1151,0
27416,25,1,5,0.5793588592539171,6056,8793,3,215,3,1,1369,29,310,0
49949,443,2,0,0.3616061551049379,,6208,4,496,3,20,460,23,679,0
14992,443,2,4,1.2112795107440297,5883,6919,3,153,2,44,632,,1338,0
10512,443,0,1,,2279,5714,0,285,5,8,1184,6,1260,0
39205,110,2,4,0.13494725855395817,,,4,174,0,25,627,19,1361,0
39414,80,1,6,2.663741888537654,6233,,5,48,0,17,852,27,500,0
64227,80,2,4,0.09265434489289714,9931,7082,2,44,1,15,304,27,1415,0
16613,25,2,5,2.886904709562315,5720,4843,4,292,0,32,519,18,1417,0
51635,80,0,2,1.9563296061889044,633,3978,1,160,5,29,545,,167,0
45389,80,0,3,,,5904,3,386,2,,796,8,1020,0
35971,21,2,0,,695,201,5,412,3,30,1331,6,1291,0
49237,53,0,1,0.715009789744212,1044,1459,0,48,4,18,632,37,1211,0
55686,80,2,3,1.3323861270310127,334,182,4,217,4,24,743,,521,0
36122,110,2,5,0.8961177022494785,,776,1,298,1,28,571,27,287,0
19082,110,1,6,2.882412612518772,,2897,2,135,3,8,906,8,268,0
55270,110,2,3,,5820,917,1,384,0,26,244,33,1452,0
64675,110,1,2,0.5019541870675206,103,9695,0,81,3,29,269,11,262,0
31449,110,1,5,1.5049218543498937,4093,,5,490,4,18,463,45,890,0
5091,443,2,4,0.3148341446811822,8287,,3,333,2,16,97,40,228,1
46739,22,1,1,1.9121586519562115,8967,7311,3,483,3,8,60,29,429,0
53956,80,1,3,1.4925365867888363,4981,7857,5,254,2,25,453,,1301,0
19232,53,0,1,2.077771229713106,4920,1216,1,316,3,20,942,16,1387,0
32463,25,1,6,0.08315513967993993,1707,6646,3,394,4,30,598,9,347,1
27295,22,1,0,,5377,5869,0,490,5,28,1303,7,426,0
45780,110,1,4,0.32671840141881714,4201,,2,103,4,19,1177,30,1339,0
13784,80,2,6,,2586,3102,3,390,1,27,756,5,1389,1
54232,443,0,3,1.5471237660450232,6838,4012,3,486,1,30,734,46,399,0
29893,110,0,5,2.1639200908017133,,,0,267,5,36,1241,,324,0
63220,53,2,0,,8310,8826,1,188,1,34,1129,44,829,0
34878,21,0,3,0.03004299228911922,,6194,1,290,2,19,503,46,1353,0
49008,443,1,5,0.982578570078421,5478,9140,5,13,3,46,585,36,1146,0
1283,80,1,1,3.1223357956204074,9750,9512,4,427,3,11,621,43,70,0
49112,21,1,3,,,9157,1,327,5,19,1054,28,566,0
56000,25,0,6,0.18592035973459708,2639,3425,3,117,1,25,829,6,1141,1
